Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs
1523369905189695489,Shocking Appalling Inhuman. @IndiGo6E  shame on you https://t.co/CJIYkbYuii,mugdha kalra,mugdhakalra,2022-05-08T18:31:02.000Z,Sun May 08 18:31:02 +0000 2022,1,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/natashabadhwar/status/1523281695591391234 ,0,1,,
1523331193952817152,"I can't imagine the trauma you have made the parents go through. @IndiGo6E this is unacceptable, heartless and boorish behaviour. https://t.co/4ehR3EYk3w",mugdha kalra,mugdhakalra,2022-05-08T15:57:13.000Z,Sun May 08 15:57:13 +0000 2022,6,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/dibyendumondal/status/1523254984174841859 ,0,1,,
1523329641162760196,I am appalled and heartbroken at this. @IndiGo6E no amount of explanation can fix this- the damage is done. I am mom to an autistic child and I will NEVER have the confidence to travel with  you ever. I have seen the visuals &amp; NO the trashy behaviour of your staff made no sense. https://t.co/f9dUsSF5gm,mugdha kalra,mugdhakalra,2022-05-08T15:51:03.000Z,Sun May 08 15:51:03 +0000 2022,5,3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/mishra_abhi/status/1523216028225839105 ,0,1,,
1518920940679139328,Excited to be part of the @cotoapp community and looking forward to creating meaningful communities for women. https://t.co/YtXeeTiHIo,mugdha kalra,mugdhakalra,2022-04-26T11:52:27.000Z,Tue Apr 26 11:52:27 +0000 2022,5,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,video,https://video.twimg.com/ext_tw_video/1518920864305418240/pu/vid/320x568/rkLruGQ2QiMTwxXV.mp4?tag=12
1509855750776299520,"RT @rpbreakingnews : बदलाव की नई इबारत, पत्रिका संडे वुमन गेस्ट एडिटर के साथ    
#patrika #rajasthanpatrika #sundaywomanguesteditor #mugdhakalra #notthatdifferent https://t.co/Ov5ntdJLGw",mugdha kalra,mugdhakalra,2022-04-01T11:30:37.000Z,Fri Apr 01 11:30:37 +0000 2022,0,0,hi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,5,0,photo,https://pbs.twimg.com/media/FPQO5iWVsAA8x2W.jpg
1473294004292751362,"Thankyou so much Ma'am, your support means the world to us!! https://t.co/LITtSngmQw",mugdha kalra,mugdhakalra,2021-12-21T14:07:17.000Z,Tue Dec 21 14:07:17 +0000 2021,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/priti_sriv/status/1473292258438901762 ,0,0,,
1468787154549559297,We soldier on!! Thankyou for the love and support.. https://t.co/KtJxTeoQSa,mugdha kalra,mugdhakalra,2021-12-09T03:38:41.000Z,Thu Dec 09 03:38:41 +0000 2021,2,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/joybhattacharj/status/1468088399789584385 ,0,0,,
1468786886491529217,Thankyou so so much https://t.co/Fv5MzvtlDd,mugdha kalra,mugdhakalra,2021-12-09T03:37:37.000Z,Thu Dec 09 03:37:37 +0000 2021,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/siddhartha_c/status/1468457269398441986 ,0,0,,
1468786777112543234,Thankyou so much https://t.co/mI61RRUoi6,mugdha kalra,mugdhakalra,2021-12-09T03:37:11.000Z,Thu Dec 09 03:37:11 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/jasssrajGrewal/status/1468458540763336705 ,0,0,,
1468786654965997573,Thanks a bunch Sambit!! https://t.co/XWpgcoQS3h,mugdha kalra,mugdhakalra,2021-12-09T03:36:41.000Z,Thu Dec 09 03:36:41 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/sambitbal/status/1468468742598557696 ,0,0,,
1465544569173549068,@IndiGo6E 282 delayed as pilot's cab to work broke down.. honest confessions and a very patient flight..,mugdha kalra,mugdhakalra,2021-11-30T04:53:48.000Z,Tue Nov 30 04:53:48 +0000 2021,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,
1446453128576995330,Things smooth at the #mumbaiairport - just cleared boarding and  security in 35 minutes.. it's now being managed well. This update is at 6 pm.,mugdha kalra,mugdhakalra,2021-10-08T12:31:14.000Z,Fri Oct 08 12:31:14 +0000 2021,5,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,1,0,,
1441308030558040067,@joybhattacharj @gauravkalra75 Thank-you so much for your kind words Joy :),mugdha kalra,mugdhakalra,2021-09-24T07:46:27.000Z,Fri Sep 24 07:46:27 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1427290268781318149,Speaking at 9 with @suhasinih  on  @bakstage_flyx  do join in folks. https://t.co/WHwzIQIgcp,mugdha kalra,mugdhakalra,2021-08-16T15:24:52.000Z,Mon Aug 16 15:24:52 +0000 2021,2,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,2,photo,https://pbs.twimg.com/media/E87A7S2UYAEzY09.jpg
1400888323879493636,"It's an open house people 
please join in!!! https://t.co/oJPhrFGV5j",mugdha kalra,mugdhakalra,2021-06-04T18:52:58.000Z,Fri Jun 04 18:52:58 +0000 2021,2,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/bakstage_flyx/status/1400738459195564032 ,0,0,,
1400888064466034688,Looking forward to some real conversation with real people!! https://t.co/1lbYL7VvgR,mugdha kalra,mugdhakalra,2021-06-04T18:51:56.000Z,Fri Jun 04 18:51:56 +0000 2021,2,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://twitter.com/bakstage_flyx/status/1400762734573019139 ,0,0,,
1400392637903900678,if you have questions for Daboo &amp; Manisha Ratnani please join me as I interview them on their love story and work story. https://t.co/INowhLl6zl,mugdha kalra,mugdhakalra,2021-06-03T10:03:17.000Z,Thu Jun 03 10:03:17 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/bakstage_flyx/status/1400095863012085763 ,0,0,,
1397978682187149316,@jayashreenandi keen to invite you on @bakstage_flyx  for a panel on Environment Day- could you please follow me back so I can explain on DM.,mugdha kalra,mugdhakalra,2021-05-27T18:11:05.000Z,Thu May 27 18:11:05 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,2,,
1370036185947533312,@yaps9 @preetiddahiya @gauravkalra75 Many thanks 😊😊,mugdha kalra,mugdhakalra,2021-03-11T15:37:35.000Z,Thu Mar 11 15:37:35 +0000 2021,3,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,3,,
1369942526648479746,@joybhattacharj I am smiling big at this with a lump in my throat...,mugdha kalra,mugdhakalra,2021-03-11T09:25:25.000Z,Thu Mar 11 09:25:25 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1358712637844951041,@AirAsiaIndian 00062333 i bought a premium flex ticket only to be able to make changes without rescheduling charges however your system suggests otherwise.. need someone senior to address this and not your junior staff and AI Tia,mugdha kalra,mugdhakalra,2021-02-08T09:41:51.000Z,Mon Feb 08 09:41:51 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,0,,
1295233234263891970,"Dearest @tatacliq &amp; Westside- while I absolutely adore your stuff &amp; buy the brand UTSA in dozens, I am very pained to see the *dozens* packaging material also used to send every individual order separately. please give the option to consolidate the orders on a same delivery date.",mugdha kalra,mugdhakalra,2020-08-17T05:37:21.000Z,Mon Aug 17 05:37:21 +0000 2020,5,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,1,,
1274269842195886080,"RT @gauravkalra75 : Anubha, my chest swells with pride...Ankit is my kid brother (my youngest maasi's son)...these two make the family so proud! https://t.co/K4j8M5O1lh",mugdha kalra,mugdhakalra,2020-06-20T09:16:19.000Z,Sat Jun 20 09:16:19 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://twitter.com/anubhabhonsle/status/1274245357153599488 ,0,0,,
1268773219252744192,@mansi_tjori mansi please address the complains being raised against your site at your various platforms.. such a fab company going down like this.. all it needs is good communication.. i for one surely believe it's not fraud,mugdha kalra,mugdhakalra,2020-06-05T05:14:42.000Z,Fri Jun 05 05:14:42 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,
1268772585275301888,@Tjoritreasures you should be reported to consumer court for fraudulent practices.. in spite of so many people complaining you aren't responding.. soon enough...,mugdha kalra,mugdhakalra,2020-06-05T05:12:11.000Z,Fri Jun 05 05:12:11 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,
1268146842564538368,"Ministry of Law and Justice, : Justice for our Voiceless friends - Sign the Petition! https://t.co/fRPvBedC0Q via @ChangeOrg_India",mugdha kalra,mugdhakalra,2020-06-03T11:45:42.000Z,Wed Jun 03 11:45:42 +0000 2020,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://chng.it/MxwQxQTG ,0,1,,
1267351270915928064,@QuintFit @netshrink @kamna_chhibber @CMHLPIndia How to look forward to the next day when you know it's not changing #askfit,mugdha kalra,mugdhakalra,2020-06-01T07:04:23.000Z,Mon Jun 01 07:04:23 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,1,4,,
1263088710855331840,Subscribe Subscribe https://t.co/AxBJtDtXrA,mugdha kalra,mugdhakalra,2020-05-20T12:46:30.000Z,Wed May 20 12:46:30 +0000 2020,1,0,en,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Tweet,https://raisinganonconformist.wordpress.com/2020/05/20/subscribe-subscribe/ ,0,0,,
1245733407415394304,@bhogleharsha @gauravkalra75 You are too kind Harsha :),mugdha kalra,mugdhakalra,2020-04-02T15:22:43.000Z,Thu Apr 02 15:22:43 +0000 2020,2,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1245685763196571649,AND WE ARE BACK…… https://t.co/42PEiOrpNC,mugdha kalra,mugdhakalra,2020-04-02T12:13:24.000Z,Thu Apr 02 12:13:24 +0000 2020,15,2,en,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Tweet,https://raisinganonconformist.wordpress.com/2020/04/02/and-we-are-back/ ,0,0,,
1230909856346886144,RT @journomenon : Overflowing Grace!! On Mahashivratri night @SadhguruJV @ishafoundation This is magical. Am ready for the #DontYawnTillDawn challenge! @mugdhakalra @GarimaAvtar @TonyTharakan won’t you stay awake with me? https://t.co/DUE9QdbQ4n,mugdha kalra,mugdhakalra,2020-02-21T17:39:13.000Z,Fri Feb 21 17:39:13 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,5,photo,https://pbs.twimg.com/media/ERT-ZSpUYAEjc_A.jpg
1230909818644287489,@journomenon @SadhguruJV @ishafoundation @GarimaAvtar @TonyTharakan Yes yes yes,mugdha kalra,mugdhakalra,2020-02-21T17:39:04.000Z,Fri Feb 21 17:39:04 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,5,,
1112993938934300673,I AM ON AN AUTS BREAK  https://t.co/6JKgPD3rAQ https://t.co/zBccntZf7B,mugdha kalra,mugdhakalra,2019-04-02T08:23:28.000Z,Tue Apr 02 08:23:28 +0000 2019,1,0,en,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Tweet,https://raisinganonconformist.wordpress.com/2019/04/02/i-am-on-an-auts-break/ ,0,0,photo,https://pbs.twimg.com/media/D3ImFtiWAAAqaIf.jpg
940153902954975232,@nmehta4 Yes,mugdha kalra,mugdhakalra,2017-12-11T09:38:52.000Z,Mon Dec 11 09:38:52 +0000 2017,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
883171464827949056,@SoulToSoulYoga hugs from bangalore,mugdha kalra,mugdhakalra,2017-07-07T03:51:00.000Z,Fri Jul 07 03:51:00 +0000 2017,1,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,0,1,,
863747962265935872,"@Amul_Coop plz help a desperate Amul Dark chocolate Addict. Its not available in several pockets of Bangalore, Mumbai and Delhi... Help Help",mugdha kalra,mugdhakalra,2017-05-14T13:28:56.000Z,Sun May 14 13:28:56 +0000 2017,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,1,,
799948556933087232,RT @ESPNcricinfo : The #ESPNmatchday crew does the mannequin challenge! @SONYESPN https://t.co/uYfD7r4Six,mugdha kalra,mugdhakalra,2016-11-19T12:12:52.000Z,Sat Nov 19 12:12:52 +0000 2016,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,1,video,https://video.twimg.com/ext_tw_video/799943225574232064/pu/vid/240x180/BpoQ2YUQK3kX7XoQ.mp4
792940132131151873,RT @bhsh90 : @journomenon @SantoshMenonET @mugdhakalra @rjsachindelhi https://t.co/OrxpXspGs3,mugdha kalra,mugdhakalra,2016-10-31T04:03:54.000Z,Mon Oct 31 04:03:54 +0000 2016,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/hamsinishankar/status/792917125065117696 ,0,4,,
792940075646541824,RT @bhsh90 : @rjraunac @rjsachindelhi @mugdhakalra @journomenon @SantoshMenonET @PMOIndia @USAndIndia @suhelseth https://t.co/cB622XXQqM,mugdha kalra,mugdhakalra,2016-10-31T04:03:40.000Z,Mon Oct 31 04:03:40 +0000 2016,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/hamsinishankar/status/792913457897025537 ,0,8,,
792940017286983680,RT @bhsh90 : @rjraunac @PMOIndia @rjsachindelhi @mugdhakalra @SantoshMenonET @journomenon @suhelseth https://t.co/WiUZCPrJDL,mugdha kalra,mugdhakalra,2016-10-31T04:03:26.000Z,Mon Oct 31 04:03:26 +0000 2016,0,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/hamsinishankar/status/792893808211918848 ,0,7,,
787629692287262720,"RT @karachikhatmal : Few compare to @natashabadhwar's ability to make a cliche and saccharine topic feel original and delightful. 
https://t.co/oHq0bGkvZ9",mugdha kalra,mugdhakalra,2016-10-16T12:22:06.000Z,Sun Oct 16 12:22:06 +0000 2016,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,http://ln.is/www.livemint.com/Lei/vwgop ,0,1,,
775619233510150145,Seeing ur city lik ths is mch lik seeing ur child sick in bed. While u may cmplain bout their hypernes u cant bear to c their spirits so dwn,mugdha kalra,mugdhakalra,2016-09-13T08:56:50.000Z,Tue Sep 13 08:56:50 +0000 2016,3,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,
760133601400791040,#IWearHandloom https://t.co/8q0RcNZe4q,mugdha kalra,mugdhakalra,2016-08-01T15:22:27.000Z,Mon Aug 01 15:22:27 +0000 2016,9,0,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/CoyJdheUsAAaHBX.jpg
759455056928264192,@MusicallyManu me just recovered from one!!!,mugdha kalra,mugdhakalra,2016-07-30T18:26:10.000Z,Sat Jul 30 18:26:10 +0000 2016,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,
759012734855819264,"@Sriram_sv silkboard to btm layout, lake road",mugdha kalra,mugdhakalra,2016-07-29T13:08:32.000Z,Fri Jul 29 13:08:32 +0000 2016,1,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,0,1,,
758992076662976513,And this is the road side fishing i mentioned this morning.. https://t.co/ga2Eh71HjU,mugdha kalra,mugdhakalra,2016-07-29T11:46:27.000Z,Fri Jul 29 11:46:27 +0000 2016,20,32,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,video,https://video.twimg.com/ext_tw_video/758990957920399360/pu/vid/640x360/M6jTGzPkinWblA4h.mp4
758992039253938176,Waterlogging @ silkboard bangalore https://t.co/adu0DUo8TR,mugdha kalra,mugdhakalra,2016-07-29T11:46:18.000Z,Fri Jul 29 11:46:18 +0000 2016,2,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,video,https://video.twimg.com/ext_tw_video/758990378573836289/pu/vid/640x360/G8nI4iDWjtvh8NKw.mp4
758931430529380352,Madiwala lake water in bangalore on the road!! Fish picking on the roads- unbelievable sight!! https://t.co/r8ey4KTIhl,mugdha kalra,mugdhakalra,2016-07-29T07:45:27.000Z,Fri Jul 29 07:45:27 +0000 2016,0,8,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/CohEF_TUIAIauVP.jpg
727713139555471362,"RT @bijayjanand : The biggest curse is to be blessed &amp; to not appreciate it. Some ppl live beautiful lives full of love, health, joy &amp; r yet always miserable.",mugdha kalra,mugdhakalra,2016-05-04T04:15:07.000Z,Wed May 04 04:15:07 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,,0,0,,
708532405674516480,RT @sethi_arushi : #Trijog #StandUpToStigma @mugdhakalra @MissMalini  https://t.co/zTamH2ILrB,mugdha kalra,mugdhakalra,2016-03-12T05:57:44.000Z,Sat Mar 12 05:57:44 +0000 2016,0,0,und,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,https://twitter.com/trijogtweets/status/707484506320556032 ,2,2,,
651276765252349954,"RT @gauravkalra75 : Dear modi ji and merkel ji in bangalore we don't need any help with traffic jams, we manage just fine anyway :)",mugdha kalra,mugdhakalra,2015-10-06T06:04:15.000Z,Tue Oct 06 06:04:15 +0000 2015,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,
579167896330334208,RT @TheQuint : “Get your child checked for Autism.” Read how a parent reacts to those ominous words. http://t.co/bOngCW4XOs,mugdha kalra,mugdhakalra,2015-03-21T06:29:21.000Z,Sat Mar 21 06:29:21 +0000 2015,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,http://www.thequint.com/2015/mar/21/a-stranger-says-my-child-may-be-autistic#.VQ0MT-jXWTQ.twitter ,0,0,,
571529651501182976,My Boy- Full time job! http://t.co/SczEXhHJro,mugdha kalra,mugdhakalra,2015-02-28T04:37:42.000Z,Sat Feb 28 04:37:42 +0000 2015,0,0,en,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Tweet,http://wp.me/p4nkEc-1N ,0,0,,
550921242937528322,RT @HartoshSinghBal : where @rahulpandita signs off in style from The Hindu. revelatory resignation letter to @MaliniP Dr. (cont) http://t.co/1DWvM5lfcd,mugdha kalra,mugdhakalra,2015-01-02T07:47:14.000Z,Fri Jan 02 07:47:14 +0000 2015,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,http://tl.gd/n_1sjlbdp ,0,2,,
545958744341749760,@laakshi_chadha send ur mail address plz. Will inbox snigdhaz number.,mugdha kalra,mugdhakalra,2014-12-19T15:08:02.000Z,Fri Dec 19 15:08:02 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,
538732293498494978,@siddhartha_c many many happy returns of the day brother.. You do us proud.. Hv a great time in the phoren land!!!,mugdha kalra,mugdhakalra,2014-11-29T16:32:42.000Z,Sat Nov 29 16:32:42 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,1,,
538191944954826752,@sunetrac thanks a ton hon!!,mugdha kalra,mugdhakalra,2014-11-28T04:45:33.000Z,Fri Nov 28 04:45:33 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Reply,,0,1,,
537915348717023232,"raising a nonconformist on facebook. Like the page - share it- spread awareness!!
https://t.co/qIyWU2ZW0x",mugdha kalra,mugdhakalra,2014-11-27T10:26:27.000Z,Thu Nov 27 10:26:27 +0000 2014,0,1,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,https://www.facebook.com/pages/Raisinganonconformist/383079035192658 ,0,0,,
523135954517622784,wishing my rockstar friend @samarmumbaikhan a very happy birthday!!! big hug!!,mugdha kalra,mugdhakalra,2014-10-17T15:38:25.000Z,Fri Oct 17 15:38:25 +0000 2014,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,0,1,,
520460615643459586,@snapdeal how nice you look!!! Festive festive!!,mugdha kalra,mugdhakalra,2014-10-10T06:27:35.000Z,Fri Oct 10 06:27:35 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,,
516645799300567040,"RT @sardesairajdeep : Sorry folks, won't respond to lies of channel/editors caught on tape seeking bribes and sent to jail. Supari 'journalism' at its worst.",mugdha kalra,mugdhakalra,2014-09-29T17:48:52.000Z,Mon Sep 29 17:48:52 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,
