Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs
1222237620408868866,"RT @JonnyR95 : Hey @instagram, why can't I like posts on your platform anymore? 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️
#NoMoreLikes? https://t.co/lzEagCnv0m",Shanice fernandes,ShaniceFern,2020-01-28T19:18:51.000Z,Tue Jan 28 19:18:51 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/EPZCeb3WoAM_C01.jpg
1172951321571250181,"RT @everythingloria : WE FINALLY HAVE OUR 2020 SHOW DATES FOR SEASON 4 of @OneDayAtATime ! Plan accordingly. 

1/28, 2/4, 2/11, 2/25, 3/3, 3/10, 3/24, 3/31, 4/7, 4/21, 4/28, 5/5, 5/12.

SO EXCITED!!",Shanice fernandes,ShaniceFern,2019-09-14T19:12:42.000Z,Sat Sep 14 19:12:42 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,1,,
1164102316351340544,"RT @JeremyRenner : Hey @sonypictures  we want Spider-Man  back to @therealstanlee and @marvel  please, thank you  #congrats #spidermanrocks #🏹 #please https://t.co/fCqafozaEl",Shanice fernandes,ShaniceFern,2019-08-21T09:09:54.000Z,Wed Aug 21 09:09:54 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,https://www.instagram.com/p/B1aLBNZDPOl/?igshid=1rhh5tnnnn873 ,3,3,,
1162701124803031040,@JonnyR95 Ok,Shanice fernandes,ShaniceFern,2019-08-17T12:22:04.000Z,Sat Aug 17 12:22:04 +0000 2019,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1148114035616825344,@Stranger_Things @JonnyR95 🤣,Shanice fernandes,ShaniceFern,2019-07-08T06:18:11.000Z,Mon Jul 08 06:18:11 +0000 2019,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1146471165474422785,@netflix @JonnyR95  🎉,Shanice fernandes,ShaniceFern,2019-07-03T17:30:00.000Z,Wed Jul 03 17:30:00 +0000 2019,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1144469025855983618,"RT @PopTV : Dance like 𝙚𝙫𝙚𝙧𝙮𝙤𝙣𝙚 is watching! 💃 

#MoreODAAT #OneDayAtATime https://t.co/kIBvFvAQ5w",Shanice fernandes,ShaniceFern,2019-06-28T04:54:13.000Z,Fri Jun 28 04:54:13 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,video,https://video.twimg.com/ext_tw_video/1144347319598379008/pu/vid/320x320/jSjL2XwuzrgJnoet.mp4?tag=10
1144468973737525249,RT @TheRitaMoreno : #SAVEODAAT is old news...#MoreODAAT is more like it!! Thank you @PopTV #ODAAT @OneDayAtATime we're backkkk!!,Shanice fernandes,ShaniceFern,2019-06-28T04:54:01.000Z,Fri Jun 28 04:54:01 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,3,2,,
1142868678423089152,RT @JonnyR95 : So glad that Toy Story 4 shows a child with a cochlear implant go to kindergarten! 😭😭😭,Shanice fernandes,ShaniceFern,2019-06-23T18:55:01.000Z,Sun Jun 23 18:55:01 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,0,,
1129313064417841152,@JonnyR95 No. 🙄😭,Shanice fernandes,ShaniceFern,2019-05-17T09:09:50.000Z,Fri May 17 09:09:50 +0000 2019,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1121615062991458304,@patriotact @JonnyR95 :),Shanice fernandes,ShaniceFern,2019-04-26T03:20:44.000Z,Fri Apr 26 03:20:44 +0000 2019,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1115274935348363264,@zomatocare Heres the order id 1283374636,Shanice fernandes,ShaniceFern,2019-04-08T15:27:20.000Z,Mon Apr 08 15:27:20 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1115273641522937857,"""Epic Deals use code ""Zomato"" to get 0% food. No food! Just for free!""",Shanice fernandes,ShaniceFern,2019-04-08T15:22:11.000Z,Mon Apr 08 15:22:11 +0000 2019,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,0,,
1115272750887653376,#NoDinnerThanksZomato,Shanice fernandes,ShaniceFern,2019-04-08T15:18:39.000Z,Mon Apr 08 15:18:39 +0000 2019,1,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,1,0,,
1115271883203604480,"@Zomato @ZomatoIN @zomatocare What the hell does this mean? Why did you have to waste my time? If you don't have enough employees, don't provide inefficient business??? https://t.co/816PpB7iaT",Shanice fernandes,ShaniceFern,2019-04-08T15:15:12.000Z,Mon Apr 08 15:15:12 +0000 2019,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,3,photo,https://pbs.twimg.com/media/D3o93ELUIAAAIVR.jpg
1113697333982769153,@JonnyR95 😭😭😭😭😭😭 ❤️❤️❤️ Im watching that scene again!💓,Shanice fernandes,ShaniceFern,2019-04-04T06:58:30.000Z,Thu Apr 04 06:58:30 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1089564818481299456,@DunzoIt can someome reply to your customer chat,Shanice fernandes,ShaniceFern,2019-01-27T16:44:30.000Z,Sun Jan 27 16:44:30 +0000 2019,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,
1042842756559724545,@RoohanMakwana @JonnyR95 And no im not high maintenance! 🙄,Shanice fernandes,ShaniceFern,2018-09-20T18:27:42.000Z,Thu Sep 20 18:27:42 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1042842449683439616,@RoohanMakwana @JonnyR95 Hahaha i sawwww 😬😜,Shanice fernandes,ShaniceFern,2018-09-20T18:26:29.000Z,Thu Sep 20 18:26:29 +0000 2018,0,0,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1042823496110301184,@RoohanMakwana @JonnyR95 Hahahah he's not joking 😂,Shanice fernandes,ShaniceFern,2018-09-20T17:11:10.000Z,Thu Sep 20 17:11:10 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,2,,
1031238957650984961,@JonnyR95 Wtf whyyyyy,Shanice fernandes,ShaniceFern,2018-08-19T17:58:21.000Z,Sun Aug 19 17:58:21 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1027631845880430593,@JonnyR95 Hahahaha you're such a loser.,Shanice fernandes,ShaniceFern,2018-08-09T19:04:59.000Z,Thu Aug 09 19:04:59 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1020466581506121730,#ShareTheMeal Help countless people who are in need of food today. https://t.co/v25E7c9aw3,Shanice fernandes,ShaniceFern,2018-07-21T00:32:47.000Z,Sat Jul 21 00:32:47 +0000 2018,1,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,https://play.google.com/store/apps/details?id=org.sharethemeal.app ,1,0,,
1017882425190305792,@JonnyR95 Like you aren't an Indian either,Shanice fernandes,ShaniceFern,2018-07-13T21:24:16.000Z,Fri Jul 13 21:24:16 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1017882359134240768,@JonnyR95 K.,Shanice fernandes,ShaniceFern,2018-07-13T21:24:00.000Z,Fri Jul 13 21:24:00 +0000 2018,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1017873254537617408,@JonnyR95 Okay,Shanice fernandes,ShaniceFern,2018-07-13T20:47:49.000Z,Fri Jul 13 20:47:49 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1017870527786958849,@JonnyR95 Why,Shanice fernandes,ShaniceFern,2018-07-13T20:36:59.000Z,Fri Jul 13 20:36:59 +0000 2018,0,0,und,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,
1015606521936277504,I love Amazon! Everyone try out the Amazon Prime day Quiz! #AmazonPrimeDay 😍,Shanice fernandes,ShaniceFern,2018-07-07T14:40:38.000Z,Sat Jul 07 14:40:38 +0000 2018,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,1,0,,
1007645499581595648,@SonyLIV keeps getting stuck! People are trying to watch the world cup?,Shanice fernandes,ShaniceFern,2018-06-15T15:26:22.000Z,Fri Jun 15 15:26:22 +0000 2018,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,
907300093098725376,@JonnyR95 Who I am it seems you're the one who followed me first 💁🏽,Shanice fernandes,ShaniceFern,2017-09-11T17:49:33.000Z,Mon Sep 11 17:49:33 +0000 2017,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,1,,
907298579894616064,@JonnyR95 loser,Shanice fernandes,ShaniceFern,2017-09-11T17:43:32.000Z,Mon Sep 11 17:43:32 +0000 2017,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,0,1,,
907298362864541696,"RT @rishabh_goenka : @ArnabGswm @jetairways Denied me to board a flight. Believe me, a PIL would open the country's eyes for the amount of fraud they do everyday",Shanice fernandes,ShaniceFern,2017-09-11T17:42:41.000Z,Mon Sep 11 17:42:41 +0000 2017,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,1,,
907298090184458240,RT @rishabh_goenka : @rsprasad As a 21 year citizen I get cheated and not get justice from giant @jetairways I dont think we youngsters should even cast our vote,Shanice fernandes,ShaniceFern,2017-09-11T17:41:36.000Z,Mon Sep 11 17:41:36 +0000 2017,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,0,2,,
794825553035423744,Join the movement. Take action and become a #globalcitizenIndia. https://t.co/YtUV7rQWht,Shanice fernandes,ShaniceFern,2016-11-05T08:55:53.000Z,Sat Nov 05 08:55:53 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2eVXI5H ,1,0,,
794825115057823744,Ensure everyone gets #menstrualhygiene edu in schools along with sanitary materials &amp; safe disposal facilities #HRDMinistry #PrakashJavdekar,Shanice fernandes,ShaniceFern,2016-11-05T08:54:09.000Z,Sat Nov 05 08:54:09 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,3,0,,
794824984635940864,#EducationMinistersofIndia.Please recognize the need for universal screening tests and trained teachers for different learners.,Shanice fernandes,ShaniceFern,2016-11-05T08:53:38.000Z,Sat Nov 05 08:53:38 +0000 2016,0,1,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,0,,
794824425765892096,Petition to make all Indian cities clean! https://t.co/kAO98voNfm #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-05T08:51:24.000Z,Sat Nov 05 08:51:24 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2fyEzXP ,1,0,,
794823801833857024,Congrats @CMOMaharashtra @Dev_Fadnavis for your visionary leadership! Commit to safe water &amp; sanitation for all by 2019 #GlobalCitizenIndia,Shanice fernandes,ShaniceFern,2016-11-05T08:48:56.000Z,Sat Nov 05 08:48:56 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,2,,
794140789274050561,Education for children is a priority. Even during crises. https://t.co/moGiKk1RLr #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:34:53.000Z,Thu Nov 03 11:34:53 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2fdtD1U ,1,0,,
794140638157492224,@APEC @BarackObama @JustinTrudeau @TurnbullMalcolm @ppkamigo It’s time. We call on you to accept #India into #APEC.,Shanice fernandes,ShaniceFern,2016-11-03T11:34:17.000Z,Thu Nov 03 11:34:17 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,5,,
794140563100483584,Congrats @sureshpprabhu for transforming railways. Lets together make it ODF#swachhsafar #GlobalCitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:33:59.000Z,Thu Nov 03 11:33:59 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,1,,
794140464785985536,I’m joining Sachin Tendulkar @sachin_rt on @TeamSwachh to end open defecation in #India by 2019 #ToiletsForProgress,Shanice fernandes,ShaniceFern,2016-11-03T11:33:35.000Z,Thu Nov 03 11:33:35 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,2,,
794140343067254784,"Safe menstrual products should be a right! I commit to champion this cause, do you? @PoonamMahajan #PeriodNotPunishment #GlobalCitizenIndia",Shanice fernandes,ShaniceFern,2016-11-03T11:33:06.000Z,Thu Nov 03 11:33:06 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,1,,
794140287102697473,2.4B lack access to toilet. @IDFC_Bank lending for sanitation changes this &amp; helps end open defecation. #GlobalCitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:32:53.000Z,Thu Nov 03 11:32:53 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,1,,
794140065471442944,"I’m proud to be an #AgentOfChange for #GenderEquality. #WomenWill prosper, we all will prosper #GlobalCitizenIndia",Shanice fernandes,ShaniceFern,2016-11-03T11:32:00.000Z,Thu Nov 03 11:32:00 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,4,0,,
794139957744922624,Take a quiz to learn more about India’ Swachh Bharat Mission https://t.co/5JJK2LzgrE #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:31:34.000Z,Thu Nov 03 11:31:34 +0000 2016,1,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2e3LhSR ,1,0,,
794139604274147332,Why does Clean India matter? Find out more #DomexIndia https://t.co/RiDjEG57ik #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:30:10.000Z,Thu Nov 03 11:30:10 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2eWGy4h ,2,0,,
794139236618235904,Do you want to #HelpAChildReach5? Watch the video. Take the quiz https://t.co/iCVf2bcJuo #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:28:43.000Z,Thu Nov 03 11:28:43 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2eYr92r ,2,0,,
794138910515347457,Don’t tax my period https://t.co/LfLwhlSs2v #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:27:25.000Z,Thu Nov 03 11:27:25 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2e3Lo0R ,1,0,,
794138732928454656,The ODF dream can only be accomplished when states and the center work together. https://t.co/FkMh7AF3qw #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-11-03T11:26:42.000Z,Thu Nov 03 11:26:42 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2eWFH3r ,1,0,,
794138664548724736,@nstomar Congrats on 20+ ODF districts! Let’s reaffirm our commitment to make India ODF by 2019 at #GlobalCitizenIndia on #WorldToiletDay.,Shanice fernandes,ShaniceFern,2016-11-03T11:26:26.000Z,Thu Nov 03 11:26:26 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,1,,
790146953170423808,.@JustinTrudeau @TurnbullMalcolm a polio-free world is within reach. Commit to funds to #EndPolio &amp; leave no child behind.,Shanice fernandes,ShaniceFern,2016-10-23T11:04:48.000Z,Sun Oct 23 11:04:48 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,2,,
790146799734394880,Ask the government of Rajasthan to provide KGBV education through secondary school https://t.co/c8KbCTl9KL #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-10-23T11:04:11.000Z,Sun Oct 23 11:04:11 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2ezWv40 ,1,0,,
790146408863064064,.@BRICS2016 It’s time to ensure BRICS countries adequately fund humanitarian education. Start by supporting #EducationCannotWait!,Shanice fernandes,ShaniceFern,2016-10-23T11:02:38.000Z,Sun Oct 23 11:02:38 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,1,,
790145754933309440,Appealing India Inc. to support edtech innovation that benefits rural schools #GlobalCitizenIndia @gautam_adani @DHFL_India,Shanice fernandes,ShaniceFern,2016-10-23T11:00:02.000Z,Sun Oct 23 11:00:02 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,1,1,,
790145640927932416,Join us to advocate for the inclusion of pre-schooling and secondary education in the Righ... https://t.co/K8zIDHsPdt #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-10-23T10:59:35.000Z,Sun Oct 23 10:59:35 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2ezV0CY ,1,0,,
790144690414694400,"2016, the world is digital! Education is digital. Let's help the #BMC expand its digital education. #GlobalCitizenIndia",Shanice fernandes,ShaniceFern,2016-10-23T10:55:49.000Z,Sun Oct 23 10:55:49 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,,2,0,,
790144669925511168,Sign a petition calling upon Chief Ministers of India to prioritise nutrition for children... https://t.co/lf5E81oJES #globalcitizenIndia,Shanice fernandes,ShaniceFern,2016-10-23T10:55:44.000Z,Sun Oct 23 10:55:44 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tweet,http://glblctzn.me/2ezVI37 ,1,0,,
731841684519063552,RT @CochlearIndia : A super battle that our #Superhearo Shanice won! Read her inspiring story: https://t.co/EB38gkaUl4  #CochlearDiaries https://t.co/KNUiMy9k6E,Shanice fernandes,ShaniceFern,2016-05-15T13:40:29.000Z,Sun May 15 13:40:29 +0000 2016,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,http://bit.ly/24G2Ryp ,2,0,photo,https://pbs.twimg.com/media/CiEx0vxVAAABPuO.jpg
731841624494379008,RT @CochlearIndia : Stirring souls from silence to sounds through awareness and engagement. #SoundsOfCricket https://t.co/MUYUqqC6A2,Shanice fernandes,ShaniceFern,2016-05-15T13:40:14.000Z,Sun May 15 13:40:14 +0000 2016,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/CgFvR3EVIAA-Z_v.jpg
720657350873337856,"RT @CochlearIndia : Here's a pic of @BrettLee_58 interacting with @ShaniceFern, a Cochlear recipient  @ChristBangalore #SoundsOfCricket https://t.co/rkwDIxHXld",Shanice fernandes,ShaniceFern,2016-04-14T16:57:56.000Z,Thu Apr 14 16:57:56 +0000 2016,0,0,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Retweet,,1,3,photo,https://pbs.twimg.com/media/Cf1chBLWsAAw6eA.jpg
659641731982364672,"So thankful to @CochlearIndia for the opportunity to achor the press meet for @BrettLee_58 😁 
https://t.co/CCcB6LwYMg",Shanice fernandes,ShaniceFern,2015-10-29T08:03:39.000Z,Thu Oct 29 08:03:39 +0000 2015,1,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://instagram.com/p/9aezmFsyblX6cXjqa3ybTqJL_DT1YuxF4rgtY0/ ,0,2,,
659638683226783744,So thankful to cochlearindia for the opportunity to anchor the press meet… https://t.co/CCcB6LwYMg,Shanice fernandes,ShaniceFern,2015-10-29T07:51:32.000Z,Thu Oct 29 07:51:32 +0000 2015,0,0,en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Tweet,https://instagram.com/p/9aezmFsyblX6cXjqa3ybTqJL_DT1YuxF4rgtY0/ ,0,0,,
531445233733488641,RT @The_Sorcerers : #Kevin_Rudd Joins #ParkerPens as its New Brand Ambassador. Preview of the New Print Ads. #TheSmith2014 #Thrive2014 http://t.co/PPunRINl9r,Shanice fernandes,ShaniceFern,2014-11-09T13:56:32.000Z,Sun Nov 09 13:56:32 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,4,0,photo,https://pbs.twimg.com/media/B2AEokHCUAIC_m0.jpg
531445216562016256,RT @The_Sorcerers : #ParkerPens is a Luxury Pen Brand and we introduce #KevinRudd as Our Brand Ambassador #TheSmith2014 #Thrive2013 #G35 http://t.co/Y34QaflX5s,Shanice fernandes,ShaniceFern,2014-11-09T13:56:28.000Z,Sun Nov 09 13:56:28 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,5,0,photo,https://pbs.twimg.com/media/B2AM4JyCQAAEBQa.jpg
531445216465539074,"RT @The_Sorcerers : A Little Bit About The History of #ParkerPen. #G35 #TheSmith2014 #Thrive2014
https://t.co/3yCfMQ2ttp",Shanice fernandes,ShaniceFern,2014-11-09T13:56:28.000Z,Sun Nov 09 13:56:28 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://www.youtube.com/watch?v=a_1Zk24WcRg ,4,0,,
531431820470927361,@LazyAloo_ @Vishaka_Rocks @anam_nazzia  please retweet @PayalRD tweets the ones with the #Thrive2014! Thank you! 😆,Shanice fernandes,ShaniceFern,2014-11-09T13:03:14.000Z,Sun Nov 09 13:03:14 +0000 2014,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,2,,
